category,intent,instruction,flags
SHIPPING,set_up_shipping_address,problems submitting the delivery address,BLM
SHIPPING,set_up_shipping_address,I get error messages when I try to set a shipping address up,BLM
SHIPPING,set_up_shipping_address,want assistance submitting a different shipping address,BLQ
SHIPPING,set_up_shipping_address,what do I have to do to set up the new shipping addeess?,BILZ
SHIPPING,set_up_shipping_address,"I would like to enter a delivery address, I need help",BCLP
SHIPPING,set_up_shipping_address,assistance to set a new delivery address up,BL
SHIPPING,set_up_shipping_address,I need assistance to set up a different delivery address,BL
SHIPPING,set_up_shipping_address,there are troubles setting up a differnet delivery address,BLMZ
SHIPPING,set_up_shipping_address,I have troubles entering another delivery address,BLM
SHIPPING,set_up_shipping_address,invalid shipping address,BK
SHIPPING,set_up_shipping_address,I have issues entering a new shipping address,BLM
SHIPPING,set_up_shipping_address,I want to submit the edlivery address,BLZ
SHIPPING,set_up_shipping_address,I want assistance to set the goddamn delivery address up,BLW
SHIPPING,set_up_shipping_address,i have a problem setting up my secondary shipping address,BLQ
SHIPPING,set_up_shipping_address,y i cant submit a different delivery address valid,BLQ
SHIPPING,set_up_shipping_address,i have a trouble submitting a different shipping address,BLQ
SHIPPING,set_up_shipping_address,i want help to set another shipping address up,BQ
SHIPPING,set_up_shipping_address,there are issues submitting a different delivery address,BLM
SHIPPING,set_up_shipping_address,need to subit my new shipping address will uhelp me,BCILPQZ
SHIPPING,set_up_shipping_address,there is a trouble submitting a secondary shipping address,BL
SHIPPING,set_up_shipping_address,troubles entering my secondary delivery address,BLM
SHIPPING,set_up_shipping_address,y i cannot set up my new shiopping address valid,BELQZ
SHIPPING,set_up_shipping_address,I have issues entering a secondary delivery address,BLM
SHIPPING,set_up_shipping_address,can you help me submit the secondary delivery address?,BIL
SHIPPING,set_up_shipping_address,help me entering a secondary delivery address,BL
SHIPPING,set_up_shipping_address,could you help me set another shipping address up?,BIP
SHIPPING,set_up_shipping_address,I do not know what I need to do to set up a delivery address,BEL
SHIPPING,set_up_shipping_address,I have got to set a secondary delivery address up,BL
SHIPPING,set_up_shipping_address,i want assistance to set up a secondary delivery address,BLQ
SHIPPING,set_up_shipping_address,I want help to enter my secondary delivery adrdess,BLZ
SHIPPING,set_up_shipping_address,I want to enter my delivery address,BL
SHIPPING,set_up_shipping_address,I do not know how to submit the new shipping address,BEL
SHIPPING,set_up_shipping_address,"I have got to enter a new shipping address, help me",BCL
SHIPPING,set_up_shipping_address,i have got to enter my new deluvery address can ya help me,BCILQZ
SHIPPING,set_up_shipping_address,I have got to set up a secondary shipping address,BL
SHIPPING,set_up_shipping_address,i have an error setting up my shipping address,BLQ
SHIPPING,set_up_shipping_address,help entering the delivery address,BL
SHIPPING,set_up_shipping_address,help me submitting my new delivery addres,BLZ
SHIPPING,set_up_shipping_address,want assistance entering a seconxary shipping address,BLQZ
SHIPPING,set_up_shipping_address,there is a trouble entering my new shipping address,BL
SHIPPING,set_up_shipping_address,i do not know what to do to submit the enw delivery address,BELQZ
SHIPPING,set_up_shipping_address,help me enter an new shipping address,BLZ
SHIPPING,set_up_shipping_address,I have an issue setting a difgferent delivery address up,BLZ
SHIPPING,set_up_shipping_address,y is not my delivery address valid,BELQ
SHIPPING,set_up_shipping_address,I need help to enter the secondaryshipping address,BLZ
SHIPPING,set_up_shipping_address,could you help me enter the secondary delivery address?,BILP
SHIPPING,set_up_shipping_address,wanna set the shipping address up,BLQ
SHIPPING,set_up_shipping_address,support setting up my shipoing address,BLZ
SHIPPING,set_up_shipping_address,can you help me to enter my shipping address ?,BILZ
SHIPPING,set_up_shipping_address,how to set up my secondary shipping address?,BIL
SHIPPING,set_up_shipping_address,I have a problem setting up a new shipping address,BL
SHIPPING,set_up_shipping_address,i cnnot set the shipping address up,BELQZ
SHIPPING,set_up_shipping_address,there is an issue submitting the secondary shipping address,BL
SHIPPING,set_up_shipping_address,I have got to enter the delivery address,BL
SHIPPING,set_up_shipping_address,there are problems submitting my new shipping address,BLM
SHIPPING,set_up_shipping_address,could you help me enter the new shipping address?,BILP
SHIPPING,set_up_shipping_address,why I cannot set up the shipping address valid,BEL
SHIPPING,set_up_shipping_address,"the new delivery address isn't valid, can you help me?",BCIL
SHIPPING,set_up_shipping_address,"I want to enter a new shipping address, can you help me?",BCIL
SHIPPING,set_up_shipping_address,why I can't enter a different delivery address valid,BL
SHIPPING,set_up_shipping_address,need to submut a delivery address,BLQZ
SHIPPING,set_up_shipping_address,where to submit a  different delivery address,BILQZ
SHIPPING,set_up_shipping_address,how can i set the secondary shipping address up,BILQ
SHIPPING,set_up_shipping_address,there is an issue setting up the shipping address,BL
SHIPPING,set_up_shipping_address,problem settung up my shipping address,BLZ
SHIPPING,set_up_shipping_address,"I need to set a damn shipping address up, will you help me?",BCILPW
SHIPPING,set_up_shipping_address,where can i set up another shipping address,BIQ
SHIPPING,set_up_shipping_address,there is an error submitting the shipping address,BL
SHIPPING,set_up_shipping_address,why I can't set up my new shipping address valid,BL
SHIPPING,set_up_shipping_address,I have an issue setting the new delivery address up,BL
SHIPPING,set_up_shipping_address,need help to  enter my delivery address,BLQZ
SHIPPING,set_up_shipping_address,want help  submitting my delivery address,BLQZ
SHIPPING,set_up_shipping_address,"I want to enter a new shipping address, how can I do it?",BCIL
SHIPPING,set_up_shipping_address,I don't know how I can submit the delivery address,BL
SHIPPING,set_up_shipping_address,I do not know how to enter the secondary shipping address,BEL
SHIPPING,set_up_shipping_address,i do not know how i can set up my new deilvery address,BELQZ
SHIPPING,set_up_shipping_address,I don't know how to set a secondary shipping address up,BL
SHIPPING,set_up_shipping_address,would it be possible to submit a different delivery address?,BILP
SHIPPING,set_up_shipping_address,"the new delivery address is not valid, how do I do it?",BCEIL
SHIPPING,set_up_shipping_address,I want help to enter a damn secondary delivery address,BLW
SHIPPING,set_up_shipping_address,help me set my goddamn delivery address up,BLW
SHIPPING,set_up_shipping_address,trouble submitting the edlivery address,BLZ
SHIPPING,set_up_shipping_address,I need help submitting a new delivery address,BL
SHIPPING,set_up_shipping_address,assistance to set my new shipping address up,BL
SHIPPING,set_up_shipping_address,i dont know how i can submit my secondary shipping address,BLQ
SHIPPING,set_up_shipping_address,i need assistance to set the new delivery address up,BLQ
SHIPPING,set_up_shipping_address,I want assistance to set the new shipping address up,BL
SHIPPING,set_up_shipping_address,can uhelp me to set my secondary delivery addressd up,BILQZ
SHIPPING,set_up_shipping_address,i have problems submitting my new delivery address,BLMQ
SHIPPING,set_up_shipping_address,I want help to submit the new delivery address,BL
SHIPPING,set_up_shipping_address,I have an issue submitting the delivery address,BL
SHIPPING,set_up_shipping_address,"I need to enter another shipping address, could you help me?",BCILP
SHIPPING,set_up_shipping_address,there is a problem submitting the fucking shipping address,BLW
SHIPPING,set_up_shipping_address,I have got to set up a delivery address,BL
SHIPPING,set_up_shipping_address,there are problems setting up the new delivery address,BLM
SHIPPING,set_up_shipping_address,"my new delivery address isn't valid, what should I do?",BCIL
SHIPPING,set_up_shipping_address,troubles setting my secondary delivery address up,BLM
SHIPPING,set_up_shipping_address,I want to set up my secondary shipping address,BL
SHIPPING,set_up_shipping_address,could ya help me set a new shipping address up,BIPQ
SHIPPING,set_up_shipping_address,there is a trouble setting up a delivery address,BL
SHIPPING,set_up_shipping_address,I have to submit a different delivery address,BL
SHIPPING,set_up_shipping_address,there are issues setting up a secondary shipping address,BLM
SHIPPING,set_up_shipping_address,help entering a different shipping address,BL
SHIPPING,set_up_shipping_address,i have an issue setting up another shipping address,BQ
SHIPPING,set_up_shipping_address,I would like to submit the delivery address,BLP
SHIPPING,set_up_shipping_address,I cannot enter a new delivery address,BEL
SHIPPING,set_up_shipping_address,want help submitting a different delivery address,BLQ
SHIPPING,set_up_shipping_address,there are problems setting up a new delivery address,BLM
SHIPPING,set_up_shipping_address,there are errors setting a different delivery address up,BLM
SHIPPING,set_up_shipping_address,can I set up a delivery address ?,BILZ
SHIPPING,set_up_shipping_address,i cant enter the secondary delivery address,BLQ
SHIPPING,set_up_shipping_address,there is an error submitting my secondary delivery address,BL
SHIPPING,set_up_shipping_address,there is an error setting a secondary delivery address up,BL
SHIPPING,set_up_shipping_address,can uhelp me set up another shipping address,BIQ
SHIPPING,set_up_shipping_address,can you help me submitting the secondary shipping address?,BIL
SHIPPING,set_up_shipping_address,errors submitting my secondary shipping address,BLM
SHIPPING,set_up_shipping_address,"my new shipping address is invalid, how could I do it?",BCILP
SHIPPING,set_up_shipping_address,wht I cannot submit my new shipping address valid,BELZ
SHIPPING,set_up_shipping_address,error entering my new shipping address,BL
SHIPPING,set_up_shipping_address,I am trying  to set my secondary shipping address up,BLZ
SHIPPING,set_up_shipping_address,I don't know how to set up the delivery address,BL
SHIPPING,set_up_shipping_address,wanna set a shipping address up help me,BCLQ
SHIPPING,set_up_shipping_address,how do I enter the secondary shipping address?,BIL
SHIPPING,set_up_shipping_address,help me to set my new shipping address up,BL
SHIPPING,set_up_shipping_address,"I have got to set up a shipping address, how do I do it?",BCIL
